msa,state,size_rank,hvi_2010,hvi_2011,hvi_2012,hvi_2013,hvi_2014,hvi_2015,hvi_2016,hvi_2017,hvi_2018,hvi_2019,hvi_2021,hvi_2022,hvi_2023,hvi_2024,area_name
"Myrtle Beach, SC",SC,117,174088.06813951346,159487.54313262913,160439.59821684807,165344.2685357908,173788.7983926388,180039.79652149577,186855.63769486768,194083.17510010136,204593.31404288276,215474.99117289708,264953.00644609396,327820.3469768521,341811.55706831376,345778.3862480097,Myrtle Beach
"Nacogdoches, TX",TX,512,137449.62739675023,135304.55307391597,136620.6534915281,136644.9951472439,140180.42840040024,143363.47696415594,147564.2387689864,150412.32334556527,152845.78551308264,159786.99787102043,190642.73890879352,214383.11282758333,220290.19513989298,219999.31544195456,Nacogdoches
"Napa, CA",CA,312,405689.9061579408,383733.420890678,374406.2374671029,444835.58632068563,506459.3239049132,557107.4044409692,611951.9755366723,652411.9187111497,688055.8791607895,707465.8845811937,825838.1110908181,902248.165441454,898190.6160503272,913799.9851436584,Napa
"Naples, FL",FL,147,250664.48992817642,235067.69490063036,230282.92752426324,250049.90863325642,279426.4080245797,313679.6378727875,341919.56043880986,345022.75457059254,348061.87608943967,353436.3214910189,428539.6000008651,581672.159843884,607653.694188872,609103.6748875423,Naples
"Nashville, TN",TN,37,178502.97362385763,171254.89689798496,170580.7183058438,179148.303366113,190669.1598577127,208444.18905620545,233162.34879754146,258962.60788874366,281315.0718699146,293648.0321903685,359922.5855494689,440226.87292735773,441767.0446763588,448582.4805452302,Nashville
"Natchez, MS",LA,613,98228.45641695561,101038.39995517775,104028.27040527988,103574.78689914937,104271.14890861431,112767.84471443061,117563.98497765097,115462.73160991383,113245.02364367462,118519.46257024974,133821.85672759538,153037.45803745976,133194.9016875492,122432.47581944983,Natchez
"Natchitoches, LA",LA,725,,,,,172176.86483107408,173216.3005825667,169313.43138041347,167930.73025385427,168796.11884935238,175174.50645471693,190342.68530235733,194975.57167299293,188204.3437388118,175367.60211724418,Natchitoches
"New Bern, NC",NC,341,143969.91656151763,139202.54377118137,137547.98742005526,135848.24369478083,134003.07176855815,132117.37811754292,135134.1672910565,139776.80881669998,145583.3606727435,152186.53958118986,185128.45910234188,214068.9023852211,232923.73716674998,247398.6944262307,New Bern
"New Castle, IN",IN,614,79668.66798039492,78225.34871032358,77523.77802894794,76591.87635853974,79194.45210574272,82608.12519957295,87258.17725191025,92394.98985599495,99325.1501947223,107561.3178031427,136401.2695579634,156049.4260691092,162536.60729965792,171822.02113936603,New Castle
"New Castle, PA",PA,427,84410.17804543288,82238.0999484769,83550.11264849475,86044.39443382864,87864.02595834502,89186.6024075853,92670.02179430996,94680.33033953131,99134.65108737996,103393.7493070034,124849.42449344422,138162.23152916864,141874.0252084602,148785.8890873335,New Castle
"New Haven, CT",CT,68,235064.52228417547,221030.96996261203,208074.57548391187,207321.81827244916,209994.3199532966,209074.2683034476,210844.23028082526,215203.96493263403,220939.82908513388,226793.01718164343,277841.69621328014,311736.60455428663,335222.10211613175,366746.8974004111,New Haven
"New Orleans, LA",LA,47,208819.35937120413,201968.51869468446,198644.53534535176,201536.94005780664,203946.9720916329,214428.68852289164,222338.9608786567,223401.28270407827,227083.2220311365,236497.85017934776,271181.11922311515,288000.5824638148,271497.48393776105,255596.5554128393,New Orleans
"New Philadelphia, OH",OH,414,93676.52947159768,91739.47844276739,94257.13097696466,99450.87248014915,104587.32536632312,109588.6653341654,117215.96238801577,121273.30431180967,124551.5622858806,132098.37749094862,161678.6883435706,177504.3232687991,179815.42441081643,188944.61980664489,New Philadelphia
"New Ulm, MN",MN,855,,,121839.90398961538,125258.13579749463,130059.35129409713,131961.53836664069,138039.73053586765,142824.60223861164,151014.28438332237,158563.40698454797,180808.59636990237,200099.43784884046,203950.97604675524,213787.21934181693,New Ulm
"New York, NY",NY,1,399010.9414608234,386912.7885561536,377810.9379033332,386818.2815210561,406782.105723012,420317.8674032726,439353.49422711093,461370.10985552357,483943.18310048716,500709.50049324054,566419.5021905353,613694.3929341558,627640.0343727964,669899.2398476407,New York
"Newberry, SC",SC,726,128686.04182613455,125667.09434657473,125412.11583741667,122846.09200201098,123462.82563843303,128725.60202427307,135086.92651795843,135880.57879497213,139152.99519366855,146513.9462550727,195859.17561506387,215094.43811265784,208480.32548244184,210838.19516647732,Newberry
"Newport, OR",OR,604,211059.60058102664,198367.48289049932,197840.02365510585,201975.8257968298,208895.7757756065,219921.06341135732,238782.56713454085,255546.5235547916,276769.5878111588,294866.5197470287,395287.85481734434,464085.49105777015,472804.248091245,478459.41228001675,Newport
"Newport, TN",TN,756,98591.86602374684,96550.5417016101,101011.93588364233,106915.02919544982,107934.70680250479,110367.69895628815,118249.91442388616,128294.9948489314,133913.6346469832,146553.9730357176,180159.06736873658,206608.04896890337,205381.02800476932,217391.09598265553,Newport
"Niles, MI",MI,282,144849.16441663817,137887.99233285562,130319.71589921531,130228.079228542,139076.29584852033,145165.75900275615,148678.3099779354,155202.5700881667,163016.93697076946,171023.2232324829,209857.507633036,236555.47910801924,245053.53161689013,255656.1290264106,Niles
"Nogales, AZ",AZ,625,118834.78495493456,108111.69266706081,110867.99455528078,112950.17948505288,122340.22661620019,132375.4401586241,141699.9367139941,146673.67829314744,155748.93028217388,168326.79101927503,226038.35960583074,261275.1858486446,265745.38251358754,274064.75572589395,Nogales
"Norfolk, NE",NE,616,108991.25588869327,108689.58660582622,113133.2237622915,119053.99798931985,125550.876508885,133316.4227662227,141700.85615218224,150268.57899380146,160565.89623544525,168610.4813485682,193581.30790781093,215402.35131341757,222725.20889971522,233509.1197142319,Norfolk
"North Platte, NE",NE,752,120186.26364666919,114066.27180189,117474.25130938827,121389.27939299052,123813.61683691335,128422.09013814169,136155.96782858126,141796.961443227,145395.80440534352,150936.96762770382,165044.16522637682,184320.37294085362,192057.29754963165,200324.95642340372,North Platte
"North Port, FL",FL,73,171159.85175809974,160156.4378201247,162757.96799696775,182978.87441247643,204192.17678137796,223415.6618949532,244649.06470683054,257678.4209531422,267751.93537497165,274585.73794048507,343351.1232332783,452045.8790025488,464870.23921429407,453870.3791769764,North Port
"North Vernon, IN",IN,841,104235.594379628,102584.34649763966,103514.84015307407,104221.14553309664,104969.51131710927,108727.24561626202,112945.95758771374,114447.30178560561,120330.23927288,128857.29729174443,162806.56953455842,184706.19566124064,193942.497898247,204159.95814332343,North Vernon
"North Wilkesboro, NC",NC,501,93367.86293602147,86494.8680653235,95326.3787683819,104986.74382995618,108777.22332297398,111351.91589105088,116837.34788815421,115944.6929417922,118618.70075671242,130150.16485289163,164222.8525528748,186938.28905197326,198853.93519018087,205177.88208435275,North Wilkesboro
"Norwalk, OH",OH,544,85302.15778900128,82504.63543749416,82840.22451988641,92132.06946036032,98794.91204712646,103057.3956596435,111826.97391102182,117829.82632480825,120231.48224153602,126341.97509538582,149487.43701950077,161990.83635041612,166036.62040137578,176679.80703766577,Norwalk
"Norwich, CT",CT,185,236990.29303151197,223283.2814002234,209655.35685228242,208380.33791108886,211266.49757857263,213605.43641898732,216615.30135472064,224590.2798678607,232576.16958946796,235797.1339232365,288708.8569112041,320294.559407902,343594.71040894947,375018.7140371985,Norwich
"Oak Harbor, WA",WA,428,275633.14909455675,259492.9439512549,257477.33588907798,268238.44233105896,279610.9434926884,297413.93141713174,333155.70690544153,367283.3887352738,398011.31998702657,416201.66795046703,556588.1500164975,624381.1432337173,607075.1560437664,616890.477760997,Oak Harbor
"Ocala, FL",FL,149,120188.38851644877,104428.22957624582,97991.04703394749,104576.21766572684,112042.8194441555,120589.24197394954,131561.29642349176,143474.73632393303,156687.45165528063,166864.47111522758,211703.5615037938,271731.17243589356,283391.85446128726,283251.28070022236,Ocala
"Ocean City, NJ",NJ,410,384563.5505728012,365062.31333258253,363903.88236524654,372709.3590707869,378824.08867316536,378537.73337499663,387675.9768514649,399877.0118670073,415033.06492899806,433226.8513612161,570285.6554376906,674660.3391384812,695153.3440915892,727054.1591158509,Ocean City
"Odessa, TX",TX,271,104932.73358910246,112052.13780695655,116805.33265391039,129128.98211018367,145865.5485697917,162943.95169219075,165025.5551235451,162032.9538429544,172108.09087828765,201428.37356702832,221137.98157444573,218016.21365238886,218197.4317749105,231493.5810392917,Odessa
"Ogden, UT",UT,87,192805.82376620793,180357.34723977372,178763.45971426202,191750.18915658013,201575.1099451233,213248.20366847314,235757.2407653398,259447.1975156028,285213.51416015765,311555.5951607688,422149.02953112667,494313.91019149654,480190.2902762778,490570.9051790572,Ogden
"Ogdensburg, NY",NY,369,74191.87500682347,75116.42902740414,79023.96703230731,82773.83230236972,84675.09677136106,83755.19466157474,86108.64056434696,86989.89177992198,88809.46683799078,92619.30670285533,110690.29362489174,122891.94886353961,125519.92707453668,132379.34689379114,Ogdensburg
"Oil City, PA",PA,597,76119.33444248924,75381.7398953751,77082.54335275521,78765.07007377117,79851.6268630174,83656.81909119578,85462.5068700589,85025.4144697191,85504.43326069013,86861.06149011641,111165.8271165513,122736.1361637396,122510.45791914033,127061.55434749897,Oil City
"Okeechobee, FL",FL,701,95144.05624758896,88998.25407188352,87560.85270417953,90068.83622685653,94752.15639421307,103887.98794625222,116158.59810416512,127618.37724475312,144558.60293879802,159311.0467742768,200738.56163404745,246870.477094585,265501.25453386357,282146.2298154232,Okeechobee
"Oklahoma City, OK",OK,42,130461.02713970079,127422.21054239581,126559.37346401194,130210.78152376496,135433.00789893427,141566.7609598156,145285.95789403422,148660.6071136927,154590.91839383068,160477.87889233386,190464.95847814495,217566.59234164516,229551.5212096705,235540.89587073206,Oklahoma City
"Olean, NY",NY,459,87099.45003687883,85538.05542594464,83973.63149203711,83259.41486782233,84691.00126273396,84117.90471245021,86086.02832549493,88618.13067144732,91381.27901028849,95019.95667981764,119348.11218518332,139596.0298669565,144515.09141289946,151925.7909719451,Olean
"Olympia, WA",WA,172,242500.44290637263,219871.40844409808,211213.90749217093,220736.28322911324,230163.67949667922,241869.90517550043,262331.5667778908,286229.1873793855,312124.93030280975,333615.6647139856,451021.9542460953,508002.42356907745,497739.7657821017,516292.67144363705,Olympia
"Omaha, NE",NE,59,146900.24816238307,140122.46164651887,139183.9644428617,143739.38490539748,148156.19314921685,154629.51169273254,163478.40364152662,172981.2987607708,184465.65138700546,195116.23326496276,238601.5308782787,264753.1976696271,279780.03031474684,290426.0088176141,Omaha
"Oneonta, NY",NY,542,124195.19511662771,123553.4819177329,124825.95216981888,124790.70073893048,124760.79506543279,125591.69758134347,128871.39733739402,132613.8617357858,136614.15897007327,141739.88091347954,166438.83048777704,183324.4577467638,191889.36179713425,202649.0758020745,Oneonta
"Ontario, OR",OR,557,120778.28203709633,112020.71009276842,113154.69371068384,119806.86361517796,129878.84581630577,136874.4786185271,145990.39976171657,157045.2224639583,172096.13954938285,192935.66411210736,298623.26066534553,358591.887047404,346203.879828948,352084.3382402679,Ontario
"Opelousas, LA",LA,440,124977.83744089288,128317.92650211451,137226.62214738075,135601.39625431196,138195.31953161248,150250.72324792133,152264.74859141567,150312.88542101232,146524.1335104661,156792.35236728087,155808.58042936915,157373.71558810407,158286.67331714203,143690.03462580222,Opelousas
"Orangeburg, SC",SC,429,100402.59044529253,96784.91251011904,95377.46778431833,93505.07497402588,94079.66593691934,93081.9941169705,98598.4235115911,101628.97890128662,107804.07056928439,112238.23210437268,144259.09775844245,156228.68659526057,150756.2273335447,157656.70790346657,Orangeburg
"Orlando, FL",FL,22,144493.49090048118,129367.02042442346,130111.00473750407,149884.3430870802,171832.4581287913,184970.28775748354,201016.87334390008,218489.43310467518,237432.2228913661,253147.0024579476,305700.76364228263,377478.93621132796,394113.89304034755,403633.8629855543,Orlando
"Oshkosh, WI",WI,257,152621.59378005637,137201.1865178763,129806.6681907223,135080.25303984215,140184.22220300164,143828.54642803498,151615.7683966572,160876.5936309341,170802.78270848017,180526.90572309212,217449.43300536773,238901.03725565216,252466.12164012517,266537.13620732026,Oshkosh
"Oskaloosa, IA",IA,887,85285.34576560574,84854.53552817913,87656.94522663455,92996.87246103877,100487.83706648853,103051.75122040838,110107.91046238999,113478.34783291027,118673.15080031434,123498.82269425147,146856.45365449076,164219.23750246264,170063.91842593593,178628.38870337093,Oskaloosa
"Othello, WA",WA,909,139563.59427636745,133247.28841262413,132548.56965597483,134747.96329338793,134471.3275843518,138802.87467809266,144998.49623583775,154606.08156333803,169329.39537197142,183382.96442354892,245314.67905543992,280717.9580903712,290477.3785662703,300351.6832809981,Othello
"Ottawa, KS",KS,854,88385.45939189573,86859.59571031593,88747.61591661834,93251.75107078574,98472.72589244042,106607.64416058612,117197.55077708943,124553.05491846056,133582.4236388527,141947.69300976183,181866.36941275277,205511.3620802137,213342.18292356926,227387.05827910712,Ottawa
"Ottumwa, IA",IA,762,69712.31099896954,70451.21832279324,73083.98896004005,75693.69675429657,77419.2445049206,86214.77321033565,92911.87510813649,83109.06077602308,85439.63295162049,87370.25291538854,99704.73468218447,112997.39625727979,118564.10502053081,127615.76167182892,Ottumwa
"Owatonna, MN",MN,730,136406.74782344454,130948.83167937554,131752.77107550972,137738.98277985034,143704.0872639539,148310.10082824333,156143.22282508793,166860.55353308984,176748.95111415195,187241.94821180994,229428.190959526,255804.23501700748,261898.83927616014,275073.17142982356,Owatonna
"Owensboro, KY",KY,346,103598.76532992024,97595.69784777341,98341.36845164624,99340.89392832841,102456.75403216791,106328.93214001127,110146.39182967506,114702.81458304514,127182.42142581179,134557.64062501927,159915.08551885028,178716.92752066764,187869.5120789388,196536.17711215487,Owensboro
